,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
3716,2,47,42848.92,10.08263,13,1,0,1.177776,82.49655,320.9812888
3717,4,74,1987.78,4.234589,9,1,0,12.75835,139.965,1826.031678
3718,0,62,12050.23,9.250838,8,2,0,3.079288,104.9781,707.1891381
3719,1,35,20318.27,4.533903,10,1,1,7.116216,112.4551,658.6339621
3720,1,49,99120.55,9.959672,13,1,0,5.315954,232.652,1163.644754
3721,4,78,35738.68,7.875203,15,1,0,7.735821,194.9699,1003.915085
3722,0,19,62575.22,4.259613,11,3,0,4.473582,142.4689,1116.476714
3723,0,37,19168.31,9.946962,11,1,0,4.926111,227.4754,856.9298283
3724,2,27,17038.61,12.52276,14,0,0,16.22394,197.6288,2060.236225
3725,1,57,55120.82,13.50565,14,1,1,13.05964,172.4705,1803.766672
3726,4,71,94629.64,10.30866,14,1,0,20.87922,127.4738,2435.584022
3727,0,87,40870.51,11.86638,13,0,0,13.07421,149.9378,1612.709993
3728,1,55,21549.44,13.51296,11,2,0,4.078283,112.4551,426.4255699
3729,3,50,33565.09,12.43999,16,2,0,3.284958,182.4608,778.200989
3730,0,24,13813.36,11.5956,14,1,0,5.645298,174.9744,1268.042248
3731,4,60,28894.68,5.672909,4,3,0,19.91179,162.4713,2049.799984
3732,5,84,59919.2,2.30196,9,1,0,24.94738,159.983,2265.62602
3733,5,65,55714.69,14.17798,9,2,0,7.488398,207.4811,1236.012715
3734,1,33,59346.15,8.316636,13,0,1,10.07156,204.9634,1401.299612
3735,3,72,22780.89,8.278435,15,0,1,22.7117,182.4762,2288.984083
3736,4,18,20592.92,9.591346,10,1,0,14.7094,182.4538,1700.981258
3737,0,58,25857.74,6.996759,12,0,0,17.02059,147.4601,1544.583357
3738,3,21,8528.16,9.760727,9,1,2,18.81173,160.0013,1956.709597
3739,1,36,36616.04,8.281005,12,1,0,1.481306,207.6094,650.9200141
3740,2,81,68426.04,9.128286,12,2,0,16.55879,257.6513,2509.367174
3741,4,28,77751.56,9.30537,13,1,0,2.657783,252.624,942.1751694
3742,4,26,74229.42,3.936842,6,1,1,12.29093,204.961,1687.611214
3743,4,64,32902.71,11.81917,16,0,0,13.02429,147.4601,1238.315929
3745,1,41,114160.2,11.00657,13,0,0,15.49078,174.9581,2175.607761
3747,3,45,39804.48,4.167453,7,1,1,3.831822,257.6549,1134.240308
3748,7,87,40512.96,5.835383,7,0,0,7.374499,172.4624,1036.983336
3749,3,37,9708.23,11.22367,16,0,0,8.980916,222.6326,1931.414865
3750,2,76,38186.34,14.66477,13,0,0,16.05745,117.4392,1943.981469
3751,0,77,96898.83,9.063174,14,0,0,20.7012,169.9447,1918.0889
3752,2,63,16964.77,16.37914,6,0,0,8.462066,159.9512,954.1821997
3753,3,65,40195.57,11.82811,10,1,1,7.646165,114.9658,907.2332556
3754,6,27,31997.45,10.77527,16,0,1,7.704545,119.9568,1618.557444
3755,2,53,11529.46,12.26166,13,0,0,3.767302,169.9928,517.420314
3756,2,78,8406.68,6.042225,15,0,0,2.560691,207.6386,751.4491239
3757,3,45,9030.67,6.801813,14,1,1,5.095356,114.9509,1025.488105
3758,0,32,10762.84,8.770303,10,0,0,9.231083,192.4885,1066.382948
3759,1,63,7382.53,2.431461,6,0,0,2.531394,127.4738,783.7920101
3760,3,81,2842.7,9.6523,14,1,0,3.811111,200.1652,892.372841
3761,1,72,73952.76,15.99328,10,1,0,12.80172,182.4676,1403.146012
3762,0,56,16514.35,7.611287,11,1,0,12.66908,174.9882,1901.748017
3763,4,49,14759.93,7.255201,13,0,0,4.860179,162.4608,1354.828783
3764,1,22,14666.27,13.62518,10,1,0,4.610249,184.9634,1403.371015
3765,0,23,12191.65,10.17652,13,0,0,16.69091,169.9378,1705.393068
3766,4,73,23838.68,8.892449,13,1,0,8.249394,192.4705,1118.312856
3767,4,77,26775.75,7.174153,14,3,0,14.11275,107.482,1761.872716
3768,1,85,5660.44,9.636285,15,1,1,11.70988,142.4713,1569.873827
3769,4,39,64905.5,10.93233,18,2,1,10.33785,242.6106,2038.559634
3770,1,27,31192.93,9.422323,7,1,1,10.81182,290.1604,1822.617538
3771,0,37,28158.14,4.524233,12,0,0,1.24728,194.9768,544.6911156
3772,2,50,9467.94,7.494062,13,2,0,6.864699,162.4653,1422.2449
3773,1,76,29614.14,14.90844,6,0,0,4.745801,194.9663,1236.530575
3774,0,51,20532.13,12.76985,10,0,0,3.613493,222.6281,1385.346757
3775,0,70,43579.88,12.00434,15,2,1,6.830372,252.6378,1104.049328
3776,3,28,39954.22,9.261979,5,2,1,12.50785,175.0048,1667.975198
3777,1,34,50525.8,5.491044,11,0,0,14.1842,142.4526,2066.602785
3779,2,67,26317.3,11.67333,17,3,0,17.16447,245.1283,2519.749676
3780,4,73,17942.27,10.35534,10,1,1,4.297488,212.6415,1402.733623
3781,5,67,59065.06,7.908482,10,1,1,5.306649,182.4608,867.400478
3783,4,87,11989.65,13.48068,15,1,0,10.13181,207.4754,1738.461046
3784,7,30,17656.58,11.14381,8,0,1,9.345696,202.6829,1711.417233
3785,6,75,13760.2,9.606129,8,1,0,1.124104,257.6549,906.3706236
3786,0,40,97088.5,12.70592,15,0,2,11.69762,169.9928,1230.552027
3787,4,30,63208.86,14.14302,10,3,0,3.924965,245.1457,1217.513281
3788,0,87,62496.87,11.76887,8,2,0,1.361282,117.4858,313.8263132
3789,2,19,73661.69,10.27807,8,2,0,2.555762,200.1652,914.9491958
3790,8,48,40982.78,8.494651,15,0,0,9.747138,245.132,1677.870071
3791,0,26,29693.06,14.58138,13,1,0,27.84191,190.127,3348.604428
3792,3,80,105302.4,16.89322,12,0,0,10.92044,149.9378,1633.825007
3793,3,27,7016.66,6.913914,11,0,0,18.2864,157.4836,1818.78969
3794,1,74,94926.96,12.63304,12,1,0,2.002856,222.65,729.4156023
3795,2,31,24989.2,12.70325,17,1,1,17.05378,217.4702,1921.943744
3796,0,50,34547.55,11.26004,20,0,1,3.998314,159.9794,987.7767172
3797,1,35,62362.97,11.98742,9,2,0,4.636111,184.9963,906.6428092
3799,2,41,90486.0,13.54487,15,1,0,9.573255,169.9741,1194.501468
3800,2,67,46336.84,8.760632,14,0,1,6.483314,159.9875,684.120914
3801,0,77,23660.53,13.85192,12,2,2,18.76931,139.9512,2104.759302
3802,1,41,27942.44,10.55184,12,0,1,14.09379,169.9447,1439.393149
3803,4,49,57260.25,9.913697,11,1,0,7.481549,184.9785,1145.212837
3804,0,57,12181.61,12.17617,13,0,0,12.00591,192.4404,1318.124689
3805,0,62,8080.22,11.35664,13,1,0,14.56715,129.995,1482.175651
3806,2,26,50653.9,15.81564,15,0,0,3.263347,149.9778,659.0331885
3807,0,83,52962.98,10.77601,10,2,1,9.147346,102.4746,813.1772502
3808,3,66,80948.63,10.16394,15,3,0,7.61586,194.9525,1402.943949
3809,1,23,78118.48,8.47218,6,0,1,2.942297,174.9919,762.6142063
3811,1,71,12259.5,6.119731,11,0,0,21.97517,124.9643,1844.72312
3812,3,33,14480.31,6.722515,11,0,0,8.249104,117.4835,1054.470395
3813,0,54,54984.96,11.34717,9,0,0,2.398402,220.1615,840.4153973
3814,0,24,33371.16,13.89541,8,1,0,5.738405,255.1417,1159.773784
3815,6,83,24940.42,14.0011,12,0,0,7.232429,207.4754,1575.575608
3816,2,52,53627.3,9.206239,11,2,1,3.895892,225.1457,1494.926003
3817,0,46,49870.24,7.574928,11,1,0,2.440105,160.0122,546.329954
3818,1,27,8764.63,12.34578,14,1,1,26.91021,210.1563,2911.171492
3819,0,50,20931.13,11.41193,12,1,1,2.110607,104.9629,411.3879952
3820,3,47,38734.57,14.65844,5,0,0,11.62388,162.4526,1415.214639
3821,2,27,77124.99,9.069088,11,0,0,9.932123,152.4579,1734.8206
3822,2,73,38202.86,7.721245,15,2,1,21.06092,117.4392,2316.736557
3823,3,59,51404.81,4.399978,14,1,1,12.13947,207.4811,1575.21359
3824,2,44,38178.91,8.610443,11,2,1,6.192078,137.4392,780.0022534
3825,1,69,33561.56,10.10955,17,0,0,10.52734,124.9607,1394.391376
3826,4,65,31243.64,7.397173,9,2,2,17.78769,149.989,1833.860705
3827,1,40,16230.41,11.35369,10,1,0,18.59752,149.9447,2264.252412
3828,1,44,25532.43,11.43322,12,2,0,8.284386,117.4392,1381.204928
3829,1,86,9204.72,11.13231,14,2,0,21.47001,127.4738,2342.458997
3830,0,48,31776.75,6.8073,11,1,0,4.534691,169.9447,688.5203813
3831,2,53,14908.11,7.799113,15,0,0,6.209949,197.484,1537.896278
3832,1,21,17397.3,5.712381,13,1,0,9.724026,162.4833,1659.460954
3833,2,23,8936.02,5.771475,16,0,0,7.413447,257.6549,1469.056257
3834,3,25,60581.95,15.01046,10,0,0,8.514329,162.4827,1269.863425
3835,0,47,37494.5,9.773637,17,0,0,10.86482,197.484,1877.408606
3836,3,85,29819.59,11.47175,8,0,1,22.11529,152.4884,2200.745774
3837,2,80,45904.79,10.30529,14,1,1,2.138612,157.4698,292.5858924
3838,3,88,7920.44,8.638334,13,2,1,2.771756,242.6106,1274.226078
3839,4,69,78568.26,12.7259,11,0,0,12.31648,112.4551,1147.89846
3840,1,19,39163.8,13.8026,11,0,0,10.33427,195.0062,1387.672089
3841,5,41,50083.6,11.1957,14,2,2,9.742042,230.1344,1647.527241
3842,1,48,41299.07,11.97677,13,1,0,7.852216,197.6288,1274.638992
3843,5,89,70822.64,7.594165,7,1,0,10.03423,240.1149,1373.050161
3846,2,35,26987.5,10.83217,14,1,0,6.893142,147.4564,1250.575676
3847,1,19,28053.3,9.614567,13,2,0,10.42906,107.4958,1638.668955
3848,2,80,70775.57,11.17967,12,0,0,2.719751,184.9939,586.7907291
3850,3,85,72791.51,9.218716,12,2,1,5.446201,179.9656,589.6981979
3851,1,29,36269.92,14.1032,7,0,0,14.26858,232.6228,1937.879436
3852,3,53,104166.7,13.31999,11,0,0,9.738632,142.4713,1621.89345
3854,1,86,21405.99,9.854506,13,1,0,7.100883,169.9928,733.8730965
3855,0,78,57641.23,8.776299,13,2,0,10.45843,197.4945,1240.211719
3856,0,62,57667.78,10.59311,11,0,1,21.42092,192.4404,2120.230349
3857,0,64,14746.24,13.24212,11,0,0,34.49234,94.97283,3346.893074
3858,1,70,30805.5,7.379511,14,2,0,5.799375,187.656,978.4054903
3859,2,53,48176.26,10.19102,14,0,0,6.072026,117.4392,1154.151996
3860,2,82,8519.2,11.45584,12,0,0,14.36438,192.4705,1445.998649
3861,1,58,54406.78,11.22655,13,2,1,2.017622,242.6326,816.9425462
3862,4,54,16156.43,5.511326,9,0,0,9.643609,210.1051,1860.544496
3863,4,60,16383.33,10.8419,7,1,1,9.373591,220.1185,1315.586731
3864,1,29,30772.72,7.088079,12,0,0,16.22349,169.9741,1747.966742
3865,2,76,13162.55,15.68142,13,0,0,1.481935,147.4421,335.2998891
3866,0,81,21122.11,6.158194,12,0,2,14.8386,117.4858,1437.800807
3867,2,55,76763.34,14.62487,12,1,0,18.76373,139.9875,2143.189724
3868,0,80,11414.65,8.060591,13,1,1,6.101406,92.45514,810.6535635
3870,2,79,36227.83,7.029407,13,1,0,4.180338,124.9607,790.0442858
3871,8,66,21909.54,13.23763,9,2,1,9.548023,112.4551,1054.031935
3872,0,27,23599.71,12.83477,12,1,0,2.664026,159.9349,579.0788972
3873,1,86,41467.24,5.287302,13,2,0,9.621889,182.497,1023.023077
3874,3,88,4196.99,8.949569,12,1,2,11.09994,147.4421,1114.819074
3875,1,34,102089.7,12.09225,14,0,0,7.623523,242.6143,1306.124464
3876,3,37,28902.72,9.046658,12,2,0,12.7637,147.4738,1355.525049
3877,3,27,23102.45,10.89462,18,2,0,3.115729,129.9483,1079.325698
3878,1,33,34945.56,6.281176,9,2,0,31.44123,214.9663,3069.097767
3879,3,19,22118.1,12.10602,11,1,1,9.213435,255.1417,1553.257429
3880,0,86,33861.89,4.980976,15,0,1,6.358996,242.6143,954.1842126
3881,0,73,41481.81,9.593068,13,1,0,7.097053,124.9643,506.014128
3882,3,22,71998.04,10.97395,15,1,0,8.081693,230.1344,1512.206567
3883,4,46,30783.19,14.14099,15,1,0,4.570915,197.4725,1418.137965
3884,4,44,29559.75,7.408283,10,0,0,3.590398,267.6647,1173.536496
3885,1,19,13233.4,12.4846,11,0,0,12.5247,204.961,1555.075783
3886,6,74,60135.44,8.589777,13,1,1,5.257695,204.9634,1026.361306
3887,1,86,16550.24,13.58291,7,1,0,1.005104,114.9976,252.1141473
3888,4,85,13597.74,7.941608,12,2,0,6.165028,194.9699,934.5432733
3889,1,42,68443.57,9.884995,17,0,0,20.66493,187.6094,2616.607102
3890,1,81,33013.26,5.663218,16,0,1,15.39326,132.466,1921.908003
3891,8,37,19184.88,6.589354,7,1,1,8.752114,147.4738,1180.747336
3892,8,62,18847.36,11.47442,10,0,0,9.882614,190.1599,1596.133478
3893,8,85,25231.4,12.48017,9,1,0,3.657847,197.6288,978.0906718
3894,0,31,28814.47,6.900384,13,0,0,28.2824,137.4836,2945.865945
3895,3,27,49497.16,15.81274,13,0,1,4.72236,169.9447,865.1029349
3896,3,74,5986.91,9.781433,16,0,0,8.386574,142.4526,1474.927731
3897,0,62,17264.79,11.91904,14,0,0,14.6317,104.9643,1655.231847
3900,1,66,13900.27,10.89684,7,1,0,11.51439,140.0013,1559.33881
3901,6,69,44877.7,7.85726,14,0,0,13.72584,127.4738,1835.292593
3902,2,40,57182.71,10.54632,16,0,0,1.302103,160.0013,511.2155972
3904,1,75,93343.17,11.52428,11,1,1,7.495947,169.9447,826.366889
3905,2,69,13626.49,10.39457,14,0,0,15.88445,152.4579,2131.892874
3906,2,33,19029.8,14.5768,9,0,0,8.666281,157.4836,1062.367672
3907,0,87,22021.4,9.36669,14,1,1,2.970609,194.9744,511.1215788
3908,0,57,20611.13,8.780371,12,1,0,11.00328,179.9794,1207.589721
3909,4,56,49150.41,13.19067,16,0,0,5.21614,214.9663,1019.501584
3910,1,55,68622.59,8.326264,10,0,0,8.813715,129.9621,1426.604038
3911,0,28,32464.51,13.01916,15,2,0,13.04025,255.1417,1792.010429
3912,0,64,100860.9,10.24432,15,1,0,21.29638,154.9755,2558.308043
3913,3,40,3450.88,10.74957,10,0,0,4.86918,137.4978,760.8370835
3914,2,82,49527.05,13.49982,12,1,1,5.145314,230.1051,972.1523011
3915,0,22,85180.31,8.799383,9,1,0,17.22292,107.4806,1769.609462
3916,1,22,12211.05,11.69401,9,0,0,2.348003,104.9923,562.038508
3917,1,56,121668.3,9.943855,14,0,0,4.629362,194.9992,801.1054209
3918,4,50,16585.68,11.84814,12,0,0,9.197686,162.4676,1685.817734
3919,2,40,32524.56,12.78424,11,2,0,7.816759,207.4811,1299.583627
3920,2,41,74249.58,8.414471,10,1,0,3.230823,184.9496,1178.011696
3921,2,52,81482.8,5.325341,13,2,0,4.655119,139.9792,843.1843931
3922,0,53,26092.38,13.70512,11,1,0,8.931572,114.9976,979.002185
3923,2,64,101628.9,10.50151,10,1,2,2.567035,184.9785,717.8935328
3924,0,50,60781.41,14.55915,11,0,1,4.066843,154.9755,1192.457478
3925,3,67,5831.16,10.56848,16,1,0,10.86326,194.9699,1265.450999
3926,1,89,16990.72,10.42906,9,0,0,32.73358,257.6549,3343.612596
3927,0,63,88741.41,13.70652,16,0,1,4.422442,127.475,479.3287784
3928,1,77,85485.94,9.908836,16,1,1,6.611696,202.4433,805.2130716
3929,8,25,73794.78,4.721154,9,1,0,7.778058,124.9643,965.4661617
3930,6,52,15278.16,10.33061,12,1,0,6.247141,197.4945,1118.046807
3932,2,38,30023.57,7.660265,10,0,0,8.920338,102.4746,1003.68472
3934,3,20,56427.16,2.526424,9,3,0,8.160495,162.4608,1689.545339
3935,0,26,48131.25,14.59806,13,1,1,8.30949,202.4433,1080.752449
3937,3,47,34638.98,13.91424,12,1,0,7.626943,207.6094,1227.038436
3938,0,75,11611.46,5.824936,14,0,0,2.326316,222.65,768.9098018
3939,0,25,6228.97,13.53181,11,0,0,2.142469,174.9882,1058.572083
3940,0,50,12501.26,9.501785,10,1,0,7.233075,252.624,1121.796023
3943,2,74,26826.72,8.73874,8,1,0,13.41057,222.6609,1765.087747
3944,0,31,87147.55,9.947737,16,1,0,4.008932,204.9634,880.3136958
3945,7,78,17667.81,8.993714,10,0,0,25.43212,252.6378,2864.553994
3946,3,70,63932.89,7.540891,12,1,0,11.38257,162.4937,1294.33801
3947,0,62,68509.1,12.56449,9,1,0,13.25185,139.983,1639.020185
3949,1,53,7162.12,10.19024,12,0,0,11.9008,112.4551,991.6569518
3950,1,42,62968.8,13.00084,9,1,0,7.022294,187.4673,1482.762683
3951,0,37,13383.49,6.157267,15,0,0,8.770703,187.6422,1265.511252
3954,0,65,41624.04,9.651504,9,1,0,8.525122,127.4887,889.7590173
3955,3,77,58974.46,8.895333,13,1,1,2.09202,207.6094,628.1057927
3956,3,36,84405.81,14.01608,13,2,0,9.312768,92.48802,983.5145753
3957,4,67,72367.44,18.85173,14,1,1,16.74968,159.9794,2099.998325
3958,2,82,15293.02,14.55933,12,1,1,6.162825,127.4887,702.030012
3959,0,23,26493.5,9.948834,17,2,1,1.578151,172.4579,588.3651083
3960,0,68,55556.96,8.429886,12,2,0,10.29135,245.147,1859.062929
3961,3,27,44172.66,6.951936,11,1,1,4.01663,147.4421,734.4252105
3962,0,61,59861.32,15.91653,8,2,0,10.70081,104.9781,1417.244497
3963,2,25,20638.11,8.61041,9,3,0,7.890442,164.9715,1593.482092
3964,1,82,58077.49,4.261131,17,2,0,15.68627,114.9658,1448.715638
3965,3,29,14540.8,11.77268,13,2,0,11.5365,200.1323,2105.034412
3966,3,87,28665.69,8.174687,14,2,2,10.88054,235.1591,1480.104233
3967,1,38,24485.6,11.81952,11,0,0,4.198245,235.1591,1078.709113
3968,5,57,25220.46,12.36764,17,1,2,5.500175,154.9618,1407.105672
3969,2,37,10204.37,13.24075,14,1,0,15.37432,129.9598,2007.890075
3971,1,76,65782.7,9.664338,10,1,0,5.377803,242.6106,1465.534225
3973,3,21,50562.37,4.900081,16,2,0,4.418665,152.4742,1290.002306
3974,1,36,18070.29,11.92268,9,1,0,26.14972,152.4555,2957.287141
3975,0,84,26943.66,5.200476,11,1,0,3.430472,287.6427,924.9352116
3976,0,33,72504.63,7.547212,13,0,0,9.104003,220.1185,1305.935649
3977,0,51,78193.51,13.00676,13,2,0,3.932102,129.9483,928.1223375
3978,7,33,16859.67,12.55796,13,2,1,2.473299,139.9568,787.5389871
3979,1,80,5864.01,11.07131,6,0,1,9.8256,127.4421,1306.270891
3980,3,76,42998.95,11.87557,9,1,1,5.614935,144.9607,617.0043032
3981,1,47,93137.85,13.96763,16,2,2,8.475773,150.0208,1139.265638
3982,1,52,15534.13,11.29188,13,0,0,14.14568,182.4676,1531.785841
3983,2,42,67376.63,15.74148,11,0,0,7.62689,179.9794,959.3986136
3984,4,62,57503.75,9.00959,10,1,0,3.199643,159.9805,577.5034833
3986,3,55,64821.36,10.32806,13,1,1,3.250618,197.6288,889.1589238
3987,1,81,25832.88,7.75167,13,1,0,9.820347,169.9447,1044.205309
3988,7,78,16720.22,7.231501,11,2,1,3.488459,265.147,1023.807054
3989,3,42,116396.5,8.890669,12,0,0,13.21976,207.4811,1680.40703
3990,0,34,64868.33,6.131562,12,1,0,2.758928,117.4872,777.0645087
3991,2,30,22227.6,10.05201,11,1,0,1.399445,159.9794,901.9731056
3992,2,52,77013.22,12.35651,11,1,1,15.91192,184.9634,2214.777592
3993,0,70,30328.46,9.920573,12,0,1,5.595446,147.4421,630.454611
3994,1,38,39124.98,11.36728,12,0,0,17.30249,139.965,2224.045421
3996,3,48,13424.34,9.29595,11,1,1,26.06474,172.4705,2960.453451
3997,1,40,23263.37,6.610095,10,2,0,5.018901,149.9621,798.4043093
3998,2,77,49705.64,9.060003,5,0,0,6.053801,169.9378,800.6201669
3999,4,49,71323.38,10.22148,13,1,1,2.366635,207.6094,773.1936845
4000,2,52,42761.9,10.63881,18,1,0,1.669639,194.9744,498.5585239
4001,0,25,73571.78,4.391327,11,0,0,7.038169,200.1465,1280.711037
4002,5,46,28900.31,13.56912,10,1,1,11.40214,147.4783,1326.326983
4004,0,71,21896.48,8.156063,10,1,0,2.198687,172.4624,410.7935286
4005,0,43,36113.68,10.72443,9,2,1,14.16299,212.6695,1890.634177
4006,0,52,16375.5,9.762926,12,3,0,6.408823,132.5127,874.6357853
4007,1,50,27504.76,4.125868,9,1,0,2.438513,139.9678,520.3000287
4009,1,52,7019.0,6.239127,10,1,0,2.235315,149.9778,458.7691639
4011,3,52,19839.57,11.26452,10,0,0,5.107455,129.9483,1113.503645
4012,3,81,40129.49,4.955493,13,1,0,13.79595,187.6094,2034.534213
4013,1,59,43660.04,14.66262,9,1,0,2.09057,184.9634,1028.550477
4014,5,30,29715.31,10.35877,15,2,0,2.068518,194.9663,1291.115762
4015,0,36,42046.1,11.39904,11,2,0,2.866331,162.4713,608.6804201
4016,8,31,12265.71,9.170457,16,1,1,22.48816,169.9741,2470.214952
4017,0,62,81116.37,15.78884,14,1,0,7.235576,159.983,732.5653824
4018,3,29,53936.98,6.130264,13,0,2,19.70995,194.9663,2592.211229
4019,6,72,43187.75,8.936454,13,1,0,7.368353,162.447,1379.566758
4020,4,57,52230.66,11.36485,13,1,0,8.334589,172.4885,1447.593195
4021,3,59,56176.47,15.6492,14,0,0,10.30326,127.4783,1463.304212
4022,2,32,34304.39,7.621504,16,0,1,10.94068,182.4676,1326.472227
4023,1,26,20770.05,8.180859,12,0,0,15.49592,129.9621,2116.26369
4024,2,36,21302.51,9.986819,17,0,0,15.19686,159.9794,2095.117873
4025,3,36,34235.37,10.39631,10,3,1,14.91488,92.45514,1851.710555
4026,1,71,6908.55,4.826642,13,1,0,8.710976,184.9496,1450.84591
4027,3,21,56188.74,8.959582,9,0,0,14.17125,227.4754,1841.554887
4029,4,62,11607.82,11.4166,6,1,0,1.616979,139.9349,962.2206823
4030,0,40,89377.1,14.11831,8,2,0,1.115115,169.9378,373.4091813
4031,1,32,11098.33,7.210336,16,0,0,17.31427,147.4713,1735.70733
4032,2,25,104452.6,15.82529,13,0,0,5.013991,130.0064,952.2685798
4033,2,48,39855.47,9.217675,10,2,0,3.983529,169.9447,704.9286558
4034,1,49,47053.09,13.98017,16,1,0,25.43027,124.9781,2198.49291
4035,1,72,55691.37,11.19035,12,1,1,20.21413,152.466,1932.932484
4036,4,85,8435.92,9.069204,15,1,0,5.911652,149.9621,769.3159079
4037,1,62,61970.01,8.815017,13,0,0,1.479514,117.4686,773.2252534
4039,1,49,54101.82,7.708801,13,0,0,15.85633,167.4847,2196.848941
4040,1,45,28468.2,11.08855,7,2,2,3.903228,182.4538,634.6695443
4042,3,58,31936.02,16.85843,12,0,1,12.98383,184.967,1551.900975
4043,0,41,19460.56,10.06905,12,0,0,15.09343,137.4978,1502.957327
4044,1,47,57786.83,7.519369,16,2,0,10.52332,182.4676,1251.370897
4045,0,41,76658.88,7.975836,13,1,1,2.343134,192.4404,625.8895244
4046,1,82,2477.91,8.67997,20,0,1,7.91447,147.4738,831.3672853
4047,3,37,5289.83,12.23484,10,3,1,14.71579,242.6573,2044.702772
4048,0,81,23156.69,15.51451,11,2,0,8.462764,104.9629,783.1783931
4049,2,38,35337.11,11.42866,10,0,1,3.319565,174.9882,1170.139527
4050,0,42,30928.21,13.92957,13,3,0,4.557348,137.4392,638.0977736
4053,1,71,9399.04,13.2598,9,1,0,8.635904,172.4555,1076.282569
4054,0,79,16970.75,9.621132,18,0,0,11.44954,265.1283,1537.073388
4055,7,59,45395.08,7.659602,10,1,0,12.51669,270.1604,2408.542735
4056,4,67,43487.16,13.82812,12,1,0,6.811035,82.49655,696.2689909
4057,3,61,26699.84,8.689995,17,1,1,12.35438,114.9509,1653.932692
4058,2,49,49081.51,7.330021,11,1,1,2.224168,212.6415,1249.968178
4059,1,79,18071.31,7.704948,12,1,1,4.825693,190.1599,863.4968708
4060,0,19,61510.96,8.006475,11,1,0,11.69113,149.9378,1722.330381
4062,1,66,20455.42,9.551626,11,2,1,6.979037,172.4871,992.6561706
4063,1,37,24844.03,4.714235,15,2,1,19.46465,154.9755,2574.581362
4064,1,32,58887.16,16.42306,8,0,0,2.415421,265.1283,981.7181093
4065,0,73,57265.89,7.706587,14,2,1,20.84965,242.6326,2280.034122
4066,3,35,26190.71,7.755985,11,0,0,3.245848,159.9805,721.3139824
4067,7,71,3360.57,10.40927,13,1,0,16.53338,262.6106,2120.151113
4068,1,40,21018.6,8.416539,15,1,0,13.14021,187.6094,2006.605241
4069,0,65,27147.53,8.759495,14,0,0,4.736816,182.4433,1069.814443
4070,1,70,55025.02,9.725427,13,3,0,8.839856,257.6513,1882.174515
4071,8,69,88400.34,9.239935,14,1,0,1.964781,152.5104,1072.95902
4072,0,87,4464.62,3.954662,8,1,0,11.37064,147.4738,985.0942314
4073,1,78,13715.57,10.00211,11,0,1,8.761313,174.9581,1549.953908
4074,0,20,119318.8,8.373684,11,1,0,14.87243,174.9581,2163.007664
4075,8,45,16905.12,7.093203,7,2,0,2.558218,197.484,1449.618401
4076,2,27,68836.22,8.653267,14,1,0,7.269016,220.1149,1670.890036
4077,0,27,85712.06,9.18135,14,0,0,1.426775,217.484,756.1541962
4078,5,55,105157.2,10.80697,7,0,2,21.31617,222.6792,2569.290158
4079,0,44,27249.39,7.387913,15,0,0,3.80496,207.6094,831.3552738
4080,3,22,37622.41,12.27167,10,0,1,12.57306,194.9768,1614.234523
4081,2,68,23406.73,8.50057,14,1,0,11.76752,169.9378,1216.01156
4082,2,50,20655.49,6.544083,18,1,0,1.690026,162.4608,1030.22533
4083,7,30,91961.79,10.25189,10,1,0,4.91638,147.4564,1258.92066
4084,2,27,17423.53,10.43299,19,1,0,9.873648,159.9476,1582.882748
4085,4,44,34597.28,13.76209,11,0,1,6.971251,149.9447,1390.860478
4086,3,75,46745.03,7.199791,7,3,0,2.779089,277.6513,1017.250159
4087,1,61,5917.37,9.930254,13,0,0,9.112126,139.9979,1068.365286
4088,0,63,43184.08,4.272572,18,1,2,7.128376,129.9598,1185.421568
4089,0,21,49614.23,6.244054,11,2,1,3.033303,137.4698,911.2594992
4092,1,63,11247.62,10.35743,13,1,2,9.062033,172.4624,1116.289401
4093,0,37,14828.39,5.318294,15,3,0,7.462849,162.4653,1452.308983
4094,7,29,86449.72,10.15265,10,0,0,5.951276,112.4551,849.8471125
4095,3,69,8705.79,10.65674,15,3,2,17.92442,192.4404,1903.138739
4096,6,18,20724.48,11.99485,16,1,0,11.36049,172.4742,1547.496008
4097,4,70,40643.06,14.47622,7,1,2,18.44164,137.4392,1760.029684
4098,4,55,16035.67,2.265527,12,0,0,6.218071,230.1344,1235.041233
4099,1,70,27967.87,7.389506,16,1,0,14.87149,182.4676,1532.242102
4100,2,67,39176.98,8.34145,15,1,0,11.94952,245.1457,1692.14874
4101,1,19,9713.69,8.530739,15,2,0,5.623084,222.6281,1685.709392
4102,4,29,7458.91,10.58898,9,2,1,7.032789,220.1615,1378.197785
4103,1,61,18073.63,13.6305,13,0,0,20.80434,192.4705,2094.027389
4104,1,32,27492.15,10.04509,12,2,1,15.15905,159.965,1654.594685
4105,3,28,17931.97,6.216824,13,0,1,27.47595,255.1198,3452.422228
4106,1,84,23618.18,5.769435,13,0,0,11.75829,245.132,1556.189478
4107,0,25,14790.79,11.97118,8,1,0,3.346632,92.45514,847.5443814
4108,2,80,4289.84,11.76163,11,1,2,10.15472,182.447,1048.841947
4109,0,49,11555.49,4.796898,13,0,0,18.85404,207.4673,1985.001327
4110,0,61,20646.5,11.00437,11,0,1,4.120579,162.4676,1063.553
