Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,DummyChurn,DummyGender,DummyTechie,DummyTechSupport
18042,1,45,78750.79,6.908099,14,0,1,64.91343,160.0122,5617.036978,0,0,0,1
11396,3,22,19269.56,11.99626,12,1,1,55.2288,242.6143,5260.656937,0,0,0,1
2186,2,82,23264.27,12.08807,15,0,1,67.49846,252.624,6063.51865,0,1,0,1
489,0,73,71035.64,10.29175,13,0,0,53.09491,139.965,4928.976354,0,0,0,0
40752,0,32,33132.71,11.94581,15,2,0,60.89236,152.4579,5879.484066,0,1,1,0
8230,1,73,43155.28,8.759467,13,2,1,68.3703,169.9378,5802.915462,0,0,1,0
518,0,84,9285.81,8.965115,15,2,0,49.67201,127.475,4118.129556,0,0,0,1
25091,0,32,12685.22,12.61882,9,0,1,67.97011,220.1323,6213.398927,0,1,1,0
5375,3,72,10507.86,13.35731,12,0,0,56.99989,175.1331,5143.531186,0,0,1,0
122,2,85,25381.91,13.05308,18,2,0,61.73934,152.509,5429.301177,0,0,0,0
2093,5,37,47101.05,8.136004,11,1,1,71.52864,114.9728,6210.519966,0,1,0,0
13715,2,84,83714.17,13.31206,15,1,0,59.59391,172.4848,5311.784514,0,1,0,0
2216,0,78,14281.24,13.14435,7,1,0,50.09799,219.9902,4582.182243,0,1,0,1
5733,5,89,85041.89,13.66314,13,2,0,67.60865,252.6378,6222.773491,0,1,0,0
160,2,61,70236.87,12.8524,11,0,0,66.08159,235.1417,6457.917933,1,0,0,1
723,1,38,32537.12,9.195188,14,0,0,69.55373,94.97283,6253.491089,0,0,0,0
1134,3,36,12746.57,4.440377,11,0,0,48.92152,172.4579,4517.31047,0,0,1,0
865,1,85,29898.21,5.247803,8,0,1,57.37611,149.9447,5341.20171,0,1,0,0
13265,2,23,26100.78,12.59805,13,3,0,71.30457,162.4676,6754.62207,0,0,1,0
1096,0,53,17127.79,7.827218,12,1,0,37.45999,210.1051,4019.898568,1,0,0,0
7785,0,32,49730.51,8.49151,13,0,0,54.91169,235.1372,5655.227579,0,1,0,1
8038,4,23,59388.85,9.690484,14,2,0,65.28829,210.1051,6521.587044,0,0,1,0
17732,2,64,12673.03,13.55014,9,3,0,53.91548,192.4705,4745.745988,0,0,1,0
236,0,62,58388.73,11.49632,10,2,0,46.23768,182.4676,4144.818142,0,1,0,0
767,4,20,47122.74,9.060579,16,0,0,68.94384,255.1555,6555.766575,0,0,0,0
524,3,43,36586.61,12.6855,16,1,1,67.75237,179.9656,5832.634128,0,0,1,1
11816,1,77,38413.81,10.85134,9,3,2,67.55257,129.9598,6121.333453,0,0,1,0
224,3,75,46120.24,10.23789,13,1,0,55.81582,167.4564,4745.339554,0,0,0,0
2999,1,47,34469.78,11.85962,11,2,0,57.95857,147.4601,4883.516353,0,0,0,1
967,4,80,58012.2,14.33285,14,1,0,54.11264,270.1604,5655.619699,1,0,0,1
41454,4,74,47188.49,12.06297,14,0,1,69.03829,114.9509,6204.366661,0,0,0,0
14037,2,80,92144.09,10.34145,9,0,0,56.90852,149.989,4928.588057,0,0,0,0
417,0,19,55419.79,12.23706,13,2,0,57.63594,174.9581,5717.290302,0,1,0,0
1239,2,69,39652.64,7.607985,7,0,1,70.54256,169.9447,6042.727068,0,0,0,0
14980,2,24,69309.0,4.327137,13,0,1,65.61044,149.9845,5857.190657,0,0,0,0
8981,1,40,8947.57,9.048196,14,2,0,60.55602,149.9707,5278.976104,0,0,1,1
24682,0,68,11541.68,8.646012,15,0,0,70.20999,159.965,5934.247818,0,0,0,0
4108,3,85,101766.0,11.27661,10,0,0,68.06938,194.9992,6048.018658,0,1,1,1
5148,1,64,8937.69,8.238826,13,1,0,50.90386,222.6362,4735.276139,0,1,0,1
807,2,89,56462.8,11.82888,9,0,0,50.49072,155.0084,4520.861055,1,0,0,1
6923,6,53,68939.17,11.27782,10,1,0,57.6618,222.6326,5960.117505,0,1,0,0
18828,1,28,28748.12,12.84371,14,2,0,70.25821,152.4579,6690.800209,0,1,0,0
4407,3,25,48231.57,9.604386,10,0,0,67.33169,152.4624,6443.376935,0,0,0,0
1186,1,24,59523.54,9.809329,17,0,0,60.83121,149.9447,5824.302038,0,1,0,0
46024,1,81,59907.44,13.34997,13,3,1,43.3907,187.4673,4334.844433,0,0,0,1
0,3,28,32205.64,10.27543,14,0,0,59.238,137.4392,5256.767211,0,1,0,0
10511,1,29,33341.83,7.397684,18,1,0,43.1183,182.4433,4367.354584,0,0,0,0
2104,1,22,45197.21,8.987561,13,0,1,68.84751,255.1417,6329.078853,0,0,1,1
35950,0,42,61262.44,14.56695,12,0,0,68.95234,172.4705,6484.174701,0,1,0,0
30935,0,86,5024.61,9.35316,13,3,1,61.62973,167.4564,5175.585295,0,1,1,0
946,4,63,81034.18,5.613144,6,0,1,70.30482,149.9598,6071.607482,0,0,1,0
33442,1,44,59317.06,12.88774,7,1,0,63.93531,159.965,5611.872408,0,1,0,0
2103,0,80,61544.69,10.16994,6,1,1,59.51347,214.9663,5184.395666,0,0,0,0
10246,4,23,15449.69,9.112086,13,1,0,51.57289,172.4705,5245.572739,0,1,1,0
2051,4,58,22663.39,9.329606,15,2,1,65.36022,142.4713,6146.743893,0,0,0,1
17141,0,74,63404.51,7.689755,13,1,1,67.81163,124.9643,5559.842937,0,1,1,1
2387,0,80,27678.71,7.18515,12,2,0,65.74132,127.475,5530.214199,0,1,0,1
1349,3,35,24176.28,7.790259,15,2,0,66.47928,149.9483,5831.475339,0,1,0,1
10382,0,53,29779.57,15.20933,8,3,1,52.03501,169.9378,4503.053128,0,0,0,0
7122,7,18,57469.38,13.72489,12,0,1,62.10568,152.4742,6149.726033,0,1,0,1
302,0,85,23511.16,10.81443,8,0,0,48.80775,147.4893,4132.581901,0,1,0,1
38376,4,39,33180.77,10.11142,6,1,0,50.65704,217.4702,4710.662382,0,0,0,1
356,3,36,14718.58,7.44039,15,1,1,64.56659,149.9707,5682.278193,0,0,0,1
723,4,53,19974.83,11.81524,12,1,1,49.66569,172.4871,4672.338886,0,1,0,0
16591,2,89,22097.72,12.82879,14,1,0,66.91884,172.4742,5661.61911,0,0,0,1
1164,1,78,25438.16,6.295927,13,3,1,58.73506,242.6326,5351.620303,0,0,0,0
22059,3,35,13706.02,6.259093,17,2,1,47.77439,159.9476,4696.771589,0,0,0,0
36441,3,69,15364.14,13.89208,13,0,0,61.25573,149.9378,5794.255165,0,1,0,0
1796,0,57,24065.76,14.12367,11,0,1,63.77494,124.9643,5284.821838,0,1,0,1
1822,2,44,25015.89,7.268816,9,1,1,44.23945,102.4746,3795.698707,0,0,0,0
24785,4,19,25785.57,15.05112,15,1,1,68.53091,112.4844,5989.870888,0,1,0,0
5920,5,21,6918.31,13.39688,10,0,1,56.98256,92.48802,5000.223337,0,1,1,1
414,3,31,51290.56,11.05776,13,0,2,69.49722,194.9699,6270.108334,0,1,0,1
22,2,82,30980.48,11.42347,12,0,0,69.54744,159.9942,6049.865594,0,1,0,0
3200,3,40,13585.86,11.34243,8,0,1,47.01192,240.1149,4549.059635,1,1,0,0
197,4,67,83791.29,11.47314,10,1,1,49.78137,169.9741,4465.392448,0,1,1,0
37204,0,27,59112.62,8.338588,13,1,2,56.47713,162.4608,5450.915329,0,0,0,0
192,0,70,17199.86,12.16386,14,1,1,54.7128,149.9915,4667.397297,0,0,0,0
257,0,33,54873.78,8.39826,12,0,1,64.13229,210.1051,6317.996068,0,1,0,0
634,1,32,11048.74,13.0051,14,0,0,71.0031,242.6573,6611.587446,0,0,1,0
6435,1,66,16603.16,8.173983,11,2,0,52.61696,142.4713,5031.059535,0,1,0,1
958,1,52,10827.73,6.262775,13,0,0,54.53026,144.9889,5308.935137,0,1,0,1
9771,0,67,35829.24,10.17359,10,1,0,60.11333,235.1417,5887.65047,0,0,0,1
2168,1,46,24603.58,14.27599,15,3,1,57.78386,235.1591,5396.115807,0,0,1,1
167,7,38,15693.44,5.307312,11,2,0,70.59953,187.6422,6496.792308,0,0,0,1
3185,2,58,99537.72,8.301006,11,1,0,61.96895,204.9496,5474.602288,0,0,1,1
776,1,68,60661.46,8.760586,11,2,2,58.42415,159.9512,4918.504071,0,0,0,1
18184,3,79,65509.93,11.76569,10,0,1,50.66574,194.9744,4455.454555,0,0,0,1
185,3,71,70135.92,11.64063,11,1,0,60.26386,132.466,5645.809212,0,0,0,1
49657,8,37,40132.21,16.10566,15,2,0,67.78257,194.9992,6335.816115,0,1,0,1
1627,0,62,46279.7,15.00104,16,1,0,44.64514,277.6375,4317.109974,0,0,0,1
1092,3,66,6649.53,5.254926,11,1,0,66.61872,149.9915,5830.697844,0,1,0,0
11540,3,32,28696.57,10.26758,15,0,0,67.24986,144.9607,5811.49739,0,1,0,0
94,3,53,24044.95,7.207527,12,0,0,52.71096,159.9476,5042.24777,0,0,0,0
3383,4,58,27934.32,8.781493,9,1,1,54.3819,147.4783,4695.581772,0,0,0,0
64,3,40,50420.55,8.483329,11,1,0,48.21972,152.4624,4828.2039,0,0,1,0
2293,3,74,43767.23,11.09561,15,0,0,63.44795,114.9509,5715.521871,0,0,0,0
376,2,88,39157.83,14.46971,12,2,0,67.34157,149.9621,5731.345598,0,0,1,0
0,1,75,30009.55,7.352787,14,0,0,52.42146,182.4676,4592.61237,0,0,0,0
312,1,40,25697.08,14.22619,11,0,0,56.82113,169.9378,5050.910171,0,1,1,0
1271,2,71,26166.52,8.908092,9,2,1,66.59235,204.9797,5765.833852,0,0,0,1
2850,3,25,24314.0,12.43375,10,0,0,53.71087,184.9634,5431.249367,0,0,0,0
4827,1,47,11043.16,5.371609,12,1,0,38.85837,127.4738,3812.804172,0,0,1,0
1276,0,28,15392.91,3.116499,7,0,0,67.05213,222.6326,6626.798645,0,1,0,0
401,1,22,102059.0,4.921819,6,3,0,66.87947,149.9928,6255.328337,0,1,1,1
27,3,57,26412.61,6.837113,13,0,0,52.3499,172.4555,4683.297629,0,0,1,0
17473,0,30,31313.02,4.455634,13,1,0,59.02827,207.6386,5474.08598,0,1,0,0
1300,1,41,11825.53,10.03289,12,0,1,65.49474,107.482,5915.392765,0,0,0,1
1593,3,70,8288.76,10.9674,13,1,2,68.57741,182.4433,6380.564424,0,0,1,0
1270,3,70,21486.26,9.593769,11,0,1,67.97593,142.4827,6407.974398,0,1,0,0
1562,3,79,37900.97,11.95593,8,0,1,59.52291,147.4564,5449.470206,0,0,0,0
16715,1,64,45129.46,7.787097,10,0,0,61.18595,169.9671,5319.532385,0,0,1,0
4444,3,76,16955.06,8.741713,13,1,1,51.28687,255.1555,4894.603978,0,0,0,0
10025,1,38,18442.57,9.647321,15,0,1,56.83549,222.6362,5259.491359,0,0,0,1
5524,2,57,54514.78,12.0364,11,0,1,54.60704,119.9897,4783.923527,0,0,0,1
27736,2,52,56361.66,9.002991,10,1,0,54.07152,174.9744,5205.750156,0,0,1,1
18,2,66,13899.94,11.31545,11,0,0,52.83276,92.45514,4747.190141,0,0,0,0
3734,0,50,57938.61,13.50422,13,1,0,68.72852,139.9512,6204.546376,0,0,0,1
4837,7,58,50217.64,4.706556,12,1,0,61.04844,152.4624,5990.538991,0,1,0,0
11272,2,85,32092.18,9.357409,18,2,0,65.02121,172.4404,6092.399467,0,1,0,0
23191,0,80,13502.99,9.762221,15,1,1,39.7266,134.9509,3246.325481,0,0,0,0
26188,0,40,43597.63,8.752186,13,0,1,54.10768,149.9776,4780.976448,0,1,0,1
24983,0,50,18822.77,8.674461,11,1,1,50.93618,142.4689,4904.169797,0,1,0,1
1178,7,68,39975.25,11.55985,12,2,0,69.01301,217.484,6292.807402,0,0,0,0
128,4,33,8573.56,7.027825,12,1,0,45.92294,114.9509,4527.054831,0,1,0,0
3592,0,30,25898.82,9.994627,17,1,0,62.10157,222.6281,6246.585167,0,1,0,0
678,0,81,73761.25,6.47772,13,0,0,53.45259,172.4705,5004.005579,0,0,0,0
880,2,57,18388.61,10.23482,10,0,1,43.80971,164.967,4463.694644,0,1,0,1
30910,0,47,35149.7,11.20722,11,1,0,50.58329,117.4686,4732.791307,0,0,0,0
37183,2,85,88186.92,13.66782,15,0,1,53.5973,159.9512,4580.335893,0,1,0,1
87,0,70,50620.18,6.037186,14,0,1,47.99369,152.466,4184.902878,0,1,0,1
735,0,65,92252.71,7.66188,5,1,0,62.82387,192.4567,5330.00965,0,0,0,1
7624,3,19,71096.34,11.16153,11,2,2,63.2816,172.4624,5764.752948,0,1,1,0
76,7,63,98665.78,10.55549,9,2,0,67.77122,137.4392,5964.347127,0,1,0,0
2247,0,57,14535.4,15.44802,11,1,0,53.92384,270.1604,5639.473416,0,1,0,1
3991,5,53,32677.84,14.39837,14,0,1,58.33561,159.9656,5503.322362,0,0,0,1
0,0,58,4174.13,7.143661,15,1,2,62.76753,142.4713,5811.165878,0,0,0,1
1002,5,89,16303.01,10.52149,9,1,0,63.38899,152.4624,5972.05769,0,0,0,0
19432,0,28,120324.8,13.34556,9,1,1,71.41865,147.4564,6499.037593,0,0,0,0
23530,3,41,24818.42,13.11388,13,0,0,45.33017,139.9568,4102.71703,0,0,0,0
53,1,21,70808.33,13.33913,5,2,0,45.84265,102.4746,3971.685185,0,0,1,0
369,2,53,91696.0,7.889969,10,2,0,68.14471,175.1331,6135.277354,0,1,0,0
12954,1,23,29149.52,12.69531,12,0,0,55.75053,194.9699,5026.107394,0,0,0,1
14852,1,81,37418.19,5.607595,9,0,0,60.70517,165.0182,5331.216027,0,0,0,1
109,0,73,112181.6,10.63665,10,0,1,70.69408,242.6435,6340.235212,0,0,0,1
29942,2,63,10621.15,9.190279,13,0,1,55.50904,127.4586,4852.623608,0,0,0,0
17246,0,63,8972.5,13.38781,13,3,0,59.50718,107.4806,5099.866817,0,0,0,0
0,0,42,94042.03,12.10338,9,2,0,67.94385,232.6415,6182.78427,0,1,0,1
16906,1,31,17575.29,5.925463,13,3,1,49.48328,164.967,4935.980732,0,0,0,1
12,3,51,25201.18,8.329768,10,0,1,70.0669,200.1185,6747.936863,0,1,1,1
263,1,69,54342.87,14.34346,14,0,2,52.20263,200.1323,5197.361049,0,0,1,0
353,2,84,53466.67,10.64577,10,1,0,66.66268,227.4754,5905.250692,0,1,0,1
18856,0,80,34188.58,11.43863,15,2,0,71.45086,134.9801,5917.693418,0,0,0,0
2423,5,56,63774.11,10.0948,7,1,0,55.28921,187.6094,5530.883577,1,0,1,0
1640,0,45,28847.47,11.28389,10,0,1,57.56766,125.0073,4968.328024,0,1,0,0
528,3,85,33806.39,17.55118,12,0,0,63.76818,149.9483,5398.347301,0,0,0,1
44139,6,27,49543.37,7.804234,10,2,2,67.89759,175.0062,6559.360681,0,0,1,1
2191,2,20,13371.2,2.245181,16,0,0,56.716,159.9656,5386.455531,0,0,0,1
7611,4,75,45064.51,11.29978,13,0,1,68.83942,92.5018,5762.454827,0,0,0,0
29231,1,89,19680.77,11.31582,7,1,2,43.41671,137.4836,4108.848897,0,1,0,0
12449,1,27,27758.51,8.999013,12,1,0,67.64041,159.9794,6308.665694,0,0,1,0
300,3,82,9073.21,9.490555,14,0,0,59.21526,207.4754,5663.575209,0,0,0,1
38579,2,71,8192.25,10.78865,14,2,0,57.25147,172.4742,5010.797341,0,1,1,1
1349,1,40,9710.42,12.7476,11,1,0,61.72165,204.9634,5563.392672,0,0,0,0
3518,3,87,20562.72,10.91183,10,0,0,44.69494,162.5007,3969.782146,0,1,0,1
360,3,19,53165.55,7.997538,11,1,1,54.50776,172.4579,5030.771701,0,0,0,0
26,2,33,16470.19,10.05697,14,0,0,64.99757,217.484,6006.905316,1,1,0,0
37646,2,60,9801.15,11.34653,12,3,1,66.04097,222.6362,5972.423634,0,0,0,1
2564,3,42,34084.03,9.269101,7,2,0,69.2962,232.624,6739.19212,0,0,0,1
1629,0,23,12587.71,8.21878,12,1,0,57.77873,164.9715,5579.15458,0,0,0,1
412,1,83,18470.36,14.89325,19,0,0,65.04247,187.6422,5709.211479,0,0,0,1
346,0,65,34869.71,10.62745,15,3,0,66.09752,144.9607,5516.527396,0,1,0,0
13168,3,26,55959.96,6.266123,5,1,0,53.82378,117.4835,4893.99719,0,1,0,0
12089,4,84,15431.03,13.93978,11,3,0,45.54189,194.9699,4164.277154,0,1,0,1
48386,0,52,11609.43,10.20567,14,0,1,53.17302,79.97886,4345.907298,0,0,0,0
451,1,29,87107.32,8.49259,11,2,1,61.50313,162.4713,5419.934519,0,0,1,1
5796,1,63,32521.54,8.387455,12,1,0,64.61766,227.4754,5693.466496,0,0,0,1
21609,0,81,55565.75,7.200426,13,0,0,65.52605,152.5104,5913.125552,0,0,1,1
13932,3,67,43915.77,9.413829,5,1,1,61.96091,210.127,5688.676981,1,1,0,0
1135,1,80,30844.7,6.324142,6,1,1,66.9628,192.4567,5733.035422,0,1,0,1
16246,0,75,60136.7,8.938938,6,2,0,60.91354,220.1149,5894.516764,0,1,1,0
555,0,76,53468.72,11.24818,11,1,1,71.52256,112.4551,5766.913605,0,0,0,0
492,1,39,64799.95,10.57648,10,2,0,67.39149,197.6288,6182.666346,0,1,0,0
2146,0,60,111892.6,13.33737,6,0,1,57.31946,142.4689,5312.129835,0,0,0,1
826,0,79,72320.92,13.06288,15,0,1,68.64996,132.466,6261.419372,0,1,0,1
17990,1,63,35704.68,12.13201,13,1,0,60.18407,149.9707,5173.091219,0,0,0,1
96,1,57,16649.73,6.824724,11,2,0,58.32931,127.482,4862.320826,0,0,0,1
2157,2,22,22393.09,8.116704,20,0,0,50.05258,275.1336,5005.571485,0,1,0,0
5012,0,47,42617.19,8.850749,14,0,0,65.44764,114.9838,5466.37029,0,0,0,1
15882,1,41,25656.47,10.77254,12,0,0,68.65945,172.4404,6503.984053,0,1,0,0
630,1,59,113028.1,11.3049,10,1,1,52.79234,129.9915,5072.66967,0,1,0,0
12415,1,68,75171.75,5.960738,8,1,0,62.59338,177.4945,5942.048606,0,0,0,1
2690,3,40,31780.88,7.779367,14,0,0,49.96921,169.9447,4529.909678,0,1,0,0
17654,1,47,62285.3,6.657385,8,1,0,70.78918,104.9643,6336.618694,0,1,0,1
9422,1,25,27052.82,12.05531,11,0,0,57.74783,147.4421,5082.031319,0,1,1,0
341,2,61,23672.57,15.46065,14,1,0,53.77634,124.9781,4594.835502,0,1,0,0
2481,0,45,36084.05,5.803708,11,2,0,53.34625,142.4713,5128.882309,0,1,0,1
23052,0,59,115405.2,10.65683,15,2,1,65.78,232.652,6054.367041,0,0,0,0
672,0,70,9901.11,9.49165,7,1,1,66.47606,225.1457,6502.025208,0,0,0,0
2164,3,24,56591.47,7.924796,15,1,0,65.83332,162.4538,6300.056458,0,1,0,1
2746,1,38,44828.91,8.501293,6,0,1,42.31228,192.4404,3894.441976,0,0,0,0
2401,3,68,87243.94,11.52485,11,1,1,38.28807,169.9671,3491.783586,0,0,0,0
38013,1,37,44792.39,8.625992,19,1,1,49.90782,159.9942,4475.105272,0,0,0,0
3651,4,79,25315.11,12.11202,12,0,0,52.00223,172.4555,4695.750395,0,1,1,0
555,2,81,56875.65,7.536421,11,2,1,69.51253,162.447,6322.708205,0,0,0,1
4971,3,78,60256.74,8.059137,15,1,0,55.26536,275.1198,5112.939726,0,0,0,1
291,6,66,18020.93,9.609291,8,0,1,47.02878,277.6513,4811.89025,1,1,1,0
2956,4,78,38792.69,9.050694,20,3,0,57.76017,162.447,5431.15051,0,0,0,1
47346,1,62,945.47,8.314029,11,0,0,58.23726,214.9525,5088.803181,1,0,0,1
5882,2,22,26451.48,9.17938,10,1,0,70.4859,119.9568,6655.981104,0,1,0,0
2487,1,57,36374.44,9.099766,16,2,0,67.82145,232.6228,6187.029956,0,0,0,0
471,0,54,22871.91,9.241893,9,0,0,50.90725,207.4673,4642.032276,0,1,0,1
7371,7,43,37989.78,6.088598,11,0,0,68.90613,164.9647,6709.021998,0,1,0,1
533,1,85,36987.9,14.85701,9,0,0,48.20538,105.011,3950.92899,0,0,0,1
1523,2,75,29161.86,12.09365,14,0,0,65.26303,252.624,5903.302417,0,1,0,1
2333,1,51,87206.32,12.65671,10,1,0,61.3125,152.5022,5460.921432,0,0,0,0
9542,1,31,44761.66,16.16919,12,0,2,60.25968,137.4392,5269.076385,0,1,1,0
1911,3,60,52354.35,4.939062,13,1,0,67.8576,130.0064,6017.570291,0,1,0,0
1026,2,34,34352.36,7.470028,16,1,0,51.55857,139.9875,4899.179172,0,0,0,1
1714,8,27,57922.83,12.67625,9,1,0,66.10268,184.9634,6641.027483,0,1,0,0
191,2,60,51591.16,15.17395,9,1,0,70.65651,124.9781,5981.238779,0,1,0,0
30231,2,45,14253.48,9.941965,10,0,0,59.23589,242.6281,5610.672962,0,1,1,0
161,3,21,14474.74,15.72313,11,0,1,68.1383,200.1323,6769.093084,0,1,0,0
28558,7,76,81311.64,13.93608,13,1,0,59.27489,152.4798,5385.903276,0,1,0,0
13019,0,71,13044.82,13.76037,12,1,0,63.59925,139.9816,5559.919752,0,1,0,0
8412,1,46,24925.09,10.20264,10,2,0,54.13164,182.4433,5296.312677,0,1,0,0
1153,0,31,28229.96,8.910387,10,0,1,49.8342,92.5018,4226.329148,0,0,0,0
1358,4,57,28554.11,9.52118,12,3,0,67.31834,114.9728,5769.179556,0,1,0,0
4802,2,75,7503.93,12.05761,11,1,0,50.33619,232.6228,4726.095224,0,0,0,0
69,3,85,104931.3,7.620545,14,0,0,43.77028,275.1336,4315.04425,0,1,0,0
3248,6,34,15548.43,10.80098,12,0,1,62.5003,124.9607,5921.61952,0,1,1,0
5012,3,52,39800.89,14.37339,16,3,0,38.54459,192.4404,3601.393455,0,0,0,0
958,0,79,23513.42,11.21728,16,0,0,59.51288,149.9621,5057.818142,0,0,0,0
7139,3,79,60196.97,8.320959,13,1,1,53.46837,184.9496,5200.564235,0,1,0,1
19217,1,25,30352.63,9.34142,13,0,0,67.2235,192.4705,6015.544544,0,1,0,0
3294,0,61,60511.95,12.13357,15,1,0,62.16298,137.4392,5248.831273,0,0,0,0
363,3,75,21198.04,15.29214,14,2,1,55.90679,252.6378,5248.280009,0,1,0,0
9165,2,32,11981.69,10.51434,17,0,0,68.37005,162.4676,6484.666128,0,0,0,0
17092,1,35,36965.48,10.02068,12,0,1,63.04335,182.4608,5662.285046,0,1,0,0
745,3,62,38139.38,12.64941,10,2,0,62.90729,210.1563,5854.565694,0,1,0,0
37080,0,39,46605.04,4.815435,17,0,0,63.42204,160.0122,5566.008454,0,1,0,1
5910,1,24,43152.51,10.96828,11,1,0,68.74532,94.97283,6315.438306,0,1,0,0
164,1,20,64212.33,12.25402,14,3,0,49.30275,174.9699,5003.406744,1,1,0,1
1380,4,78,12958.97,13.15864,14,0,1,70.72564,220.1185,6283.625527,0,0,0,1
19100,0,30,25702.76,3.143798,19,1,0,52.16336,139.965,4993.628447,0,0,0,0
5638,1,39,44565.15,8.432151,11,2,0,65.33592,139.9979,5747.351224,0,1,0,1
13744,0,64,30466.06,8.669616,12,1,0,68.96904,242.6281,6237.268861,0,0,0,0
312,0,34,18848.82,10.31104,11,0,1,48.03427,159.9942,4300.642039,0,0,0,0
20715,0,40,9389.63,12.15902,14,1,0,61.38844,265.1283,5803.879938,0,1,0,0
4082,3,61,50676.79,14.47735,7,0,0,45.6394,187.4847,4245.941407,0,0,0,1
34506,0,25,51295.85,4.289739,14,2,0,57.08448,107.482,5247.947941,0,0,0,1
27946,3,81,28986.88,13.7377,8,1,0,71.44192,149.9913,6193.00568,0,0,1,0
227,3,85,67319.03,7.197183,10,2,1,57.37827,137.4836,5245.226834,0,0,0,0
29007,1,69,38343.18,13.03,9,1,0,63.96491,174.9768,6023.00098,0,1,0,1
15956,6,60,3308.31,9.696143,11,3,0,62.11401,184.967,5663.31815,0,1,1,1
34355,6,19,28887.1,13.04317,13,3,1,48.49962,130.0244,4596.831004,0,1,0,1
802,0,64,16836.27,6.238726,13,3,0,55.0447,169.9447,4727.689294,0,0,0,0
352,4,28,67999.24,8.564499,10,0,0,67.19559,127.525,5929.012302,0,0,0,0
17191,1,55,47824.43,4.446464,10,1,0,62.40564,174.9755,5620.564008,0,1,0,0
1569,7,33,82263.4,10.6619,12,2,0,57.49209,129.9778,5646.886372,0,1,0,1
7470,3,74,22610.64,10.04493,11,3,0,67.16512,275.1336,6268.031469,1,1,0,0
15623,2,34,30369.33,8.580033,13,1,0,56.9918,124.9781,4946.826952,0,1,0,0
8810,0,70,9416.77,11.68265,15,3,0,62.85596,232.6378,6155.213641,1,1,0,0
5192,2,40,116303.0,13.00405,8,2,0,53.22972,162.4827,4771.495872,0,0,0,0
719,3,81,29516.52,4.071444,11,1,2,67.11808,117.4872,6071.058616,0,1,1,1
25710,2,45,60915.52,9.039072,11,2,1,62.01898,172.4555,5484.119427,0,0,0,0
17448,4,50,69785.23,14.24574,12,3,2,64.8122,207.6094,5933.623643,0,1,0,0
22733,4,34,8316.09,15.17632,9,2,0,64.26152,242.6106,6473.341815,1,0,0,0
3716,0,50,13238.2,12.39145,6,1,0,68.68481,207.6094,6127.79877,0,1,0,0
401,0,54,46724.11,6.186245,12,1,0,68.85746,137.4698,6114.267462,0,0,1,1
0,2,26,44343.75,9.817377,18,0,2,70.634,147.4601,6104.035524,0,1,0,1
13895,8,71,55008.17,10.26151,13,2,1,41.51958,167.4847,4443.003488,0,0,0,1
233,4,87,44669.47,3.521663,8,2,0,58.64675,152.4555,5627.453779,0,1,0,0
1413,0,73,22773.12,7.184528,11,1,1,58.52603,197.4876,5216.298758,0,1,0,1
29825,1,69,16185.46,12.0769,11,2,0,69.78436,137.4392,5924.920176,0,1,0,0
563,1,70,77445.52,5.725979,11,0,0,57.81671,160.0013,4930.470975,0,0,0,0
1116,0,22,96339.25,10.17641,10,1,0,56.54286,140.0049,4967.342093,0,1,1,1
9103,2,49,27386.18,11.69753,13,0,0,65.41235,197.5169,5910.47033,0,0,1,1
249,1,28,18033.25,7.337078,12,0,1,66.63528,127.4421,6131.622551,0,0,0,0
4351,0,79,38096.62,9.709458,6,2,0,66.17528,117.4835,5639.931173,0,1,0,0
666,2,46,54079.21,7.362249,12,1,0,59.6877,125.0073,5118.044271,0,0,0,0
776,0,51,54776.36,9.295079,11,1,1,60.83302,162.4827,5379.145841,0,1,0,0
19669,0,76,27666.82,8.180153,12,2,0,52.41441,232.6228,4831.531789,1,0,0,0
7157,0,75,14788.19,14.82937,10,0,1,71.08539,149.9778,5911.716831,0,0,0,1
7863,1,80,50705.77,12.9098,17,1,0,45.18454,184.9963,4081.555041,0,0,0,1
6610,1,51,5871.1,4.141424,9,3,0,64.16494,127.475,5526.91472,0,1,1,1
160,0,71,94076.08,7.605146,12,1,1,44.81075,162.4653,4318.755591,0,0,0,0
24842,2,73,23553.3,9.146769,12,0,1,60.9767,124.9781,5145.473955,0,1,0,0
72,1,66,44541.99,9.06755,11,0,0,51.32084,119.9897,4501.420909,0,1,0,1
19146,2,78,43747.73,11.47664,12,0,0,66.91612,194.9992,5863.402923,0,0,0,1
25979,3,47,35696.39,17.38034,9,0,0,47.4558,159.9642,4347.952465,0,0,0,0
260,1,85,18273.34,10.19528,16,1,0,65.73734,222.6362,5881.848209,0,1,0,1
17989,2,29,80683.44,11.77618,14,2,0,58.60767,172.4579,5350.192494,0,1,0,0
18198,2,49,20541.47,9.699018,12,1,0,48.35393,132.466,4711.28064,0,0,0,1
84,1,37,12125.2,2.864423,9,1,0,71.9076,152.5022,6457.248707,0,1,0,0
49790,2,39,31680.79,11.12098,11,1,2,63.05008,139.9568,5530.421045,0,0,0,0
31371,1,47,46701.02,6.071604,21,1,0,43.2487,242.6326,4231.393427,0,1,0,0
452,1,59,38226.33,12.26505,19,1,1,61.92686,164.967,5863.779578,0,0,0,1
